,s,Senario ID,Senario type,RT1,R,sex,age,theta,beta,alpha
467,31,10,GENDER,3.707,1,1,0,1,1,1
468,31,1,GENDER,4.386,0,1,0,1,1,1
469,31,13,AGE+GENDER,2.358,0,1,0,1,1,1
470,31,9,AGE+GENDER,2.614,1,1,0,1,1,1
471,31,2,AGE+GENDER,2.211,1,1,0,1,1,1
472,32,4,AGE+GENDER,2.155,1,1,1,1,1,0
473,32,12,AGE+GENDER,3.422,1,1,1,1,1,0
474,32,14,AGE+GENDER,5.085,0,1,1,1,1,0
475,32,10,GENDER,6.174,1,1,1,1,1,0
476,32,15,GENDER,3.749,1,1,1,1,1,0
477,32,12,AGE+GENDER,4.09,1,1,1,1,1,0
478,32,15,GENDER,4.149,1,1,1,1,1,0
479,33,9,AGE+GENDER,3.728,1,1,0,1,1,1
480,33,15,GENDER,4.914,0,1,0,1,1,1
481,33,12,AGE+GENDER,3.674,1,1,0,1,1,1
482,33,13,AGE+GENDER,6.458,0,1,0,1,1,1
483,33,1,GENDER,4.406,0,1,0,1,1,1
484,33,14,AGE+GENDER,4.003,0,1,0,1,1,1
485,33,10,GENDER,4.941,1,1,0,1,1,1
486,33,4,AGE+GENDER,2.491,1,1,0,1,1,1
487,33,2,AGE+GENDER,4.198,1,1,0,1,1,1
488,33,7,AGE+GENDER,2.679,0,1,0,1,1,1
489,33,14,AGE+GENDER,4.415,0,1,0,1,1,1
490,33,9,AGE+GENDER,3.349,0,1,0,1,1,1
491,33,12,AGE+GENDER,2.74,1,1,0,1,1,1
492,33,1,GENDER,3.873,1,1,0,1,1,1
493,33,10,GENDER,5.807,1,1,0,1,1,1
494,33,4,AGE+GENDER,2.42,1,1,0,1,1,1
495,33,13,AGE+GENDER,3.308,0,1,0,1,1,1
496,33,2,AGE+GENDER,4.562,1,1,0,1,1,1
497,33,15,GENDER,4.032,0,1,0,1,1,1
498,33,7,AGE+GENDER,1.628,0,1,0,1,1,1
499,34,14,AGE+GENDER,1.585,0,1,1,1,1,1
500,34,13,AGE+GENDER,2.309,1,1,1,1,1,1
501,34,2,AGE+GENDER,0.782,0,1,1,1,1,1
502,34,1,GENDER,1.623,1,1,1,1,1,1
503,34,15,GENDER,1.348,1,1,1,1,1,1
504,34,10,GENDER,2.49,1,1,1,1,1,1
505,34,12,AGE+GENDER,1.756,0,1,1,1,1,1
506,34,7,AGE+GENDER,0.846,1,1,1,1,1,1
507,34,9,AGE+GENDER,1.932,1,1,1,1,1,1
508,34,4,AGE+GENDER,1.14,0,1,1,1,1,1
509,34,15,GENDER,1.628,1,1,1,1,1,1
510,34,1,GENDER,1.273,1,1,1,1,1,1
511,34,7,AGE+GENDER,0.697,1,1,1,1,1,1
512,34,4,AGE+GENDER,1.903,1,1,1,1,1,1
513,34,9,AGE+GENDER,0.965,1,1,1,1,1,1
514,34,2,AGE+GENDER,0.828,0,1,1,1,1,1
515,34,14,AGE+GENDER,3.569,0,1,1,1,1,1
516,34,13,AGE+GENDER,2.558,1,1,1,1,1,1
517,34,12,AGE+GENDER,2.04,0,1,1,1,1,1
518,34,10,GENDER,3.44,1,1,1,1,1,1
519,35,7,AGE+GENDER,4.189,0,1,1,1,1,1
520,35,9,AGE+GENDER,3.782,1,1,1,1,1,1
521,35,4,AGE+GENDER,2.405,0,1,1,1,1,1
522,35,14,AGE+GENDER,4.02,0,1,1,1,1,1
523,35,10,GENDER,5.457,1,1,1,1,1,1
524,35,15,GENDER,4.565,0,1,1,1,1,1
525,35,1,GENDER,2.557,1,1,1,1,1,1
526,35,2,AGE+GENDER,2.348,1,1,1,1,1,1
527,35,13,AGE+GENDER,2.091,0,1,1,1,1,1
528,35,4,AGE+GENDER,2.62,0,1,1,1,1,1
529,35,12,AGE+GENDER,0.94,1,1,1,1,1,1
530,35,2,AGE+GENDER,0.211,1,1,1,1,1,1
531,35,1,GENDER,1.92,1,1,1,1,1,1
532,35,14,AGE+GENDER,1.953,0,1,1,1,1,1
533,35,13,AGE+GENDER,1.04,0,1,1,1,1,1
534,35,10,GENDER,2.623,1,1,1,1,1,1
535,35,15,GENDER,3.33,1,1,1,1,1,1
536,35,9,AGE+GENDER,0.815,1,1,1,1,1,1
537,36,14,AGE+GENDER,4.603,0,1,0,0,0,1
538,36,10,GENDER,6.49,0,1,0,0,0,1
539,36,4,AGE+GENDER,2.856,0,1,0,0,0,1
540,36,9,AGE+GENDER,3.732,1,1,0,0,0,1
541,36,15,GENDER,4.297,1,1,0,0,0,1
542,36,4,AGE+GENDER,3.256,0,1,0,0,0,1
543,36,13,AGE+GENDER,4.608,1,1,0,0,0,1
544,36,12,AGE+GENDER,3.34,1,1,0,0,0,1
545,36,14,AGE+GENDER,5.319,0,1,0,0,0,1
546,36,9,AGE+GENDER,3.981,1,1,0,0,0,1
547,36,7,AGE+GENDER,4.497,1,1,0,0,0,1
548,36,10,GENDER,7.64,1,1,0,0,0,1
549,36,1,GENDER,4.336,1,1,0,0,0,1
550,37,7,AGE+GENDER,3.679,1,1,0,1,1,1
551,37,4,AGE+GENDER,2.623,1,1,0,1,1,1
552,37,9,AGE+GENDER,2.298,1,1,0,1,1,1
553,37,13,AGE+GENDER,2.558,1,1,0,1,1,1
554,37,15,GENDER,3.05,1,1,0,1,1,1
555,37,2,AGE+GENDER,1.731,0,1,0,1,1,1
556,37,14,AGE+GENDER,2.203,0,1,0,1,1,1
557,37,12,AGE+GENDER,0.573,0,1,0,1,1,1
558,37,1,GENDER,2.806,1,1,0,1,1,1
559,37,10,GENDER,2.239,1,1,0,1,1,1
560,37,2,AGE+GENDER,1.528,0,1,0,1,1,1
561,37,14,AGE+GENDER,1.987,0,1,0,1,1,1
562,37,9,AGE+GENDER,0.948,1,1,0,1,1,1
563,37,10,GENDER,2.139,1,1,0,1,1,1
564,37,15,GENDER,2.131,1,1,0,1,1,1
565,37,4,AGE+GENDER,2.136,0,1,0,1,1,1
566,37,12,AGE+GENDER,1.523,0,1,0,1,1,1
567,37,1,GENDER,0.654,1,1,0,1,1,1
568,37,13,AGE+GENDER,0.541,1,1,0,1,1,1
569,38,7,AGE+GENDER,4.747,1,1,0,1,1,1
570,38,13,AGE+GENDER,6.091,1,1,0,1,1,1
571,38,2,AGE+GENDER,5.282,0,1,0,1,1,1
572,38,4,AGE+GENDER,2.923,0,1,0,1,1,1
573,38,14,AGE+GENDER,3.57,0,1,0,1,1,1
574,38,1,GENDER,3.673,1,1,0,1,1,1
575,38,9,AGE+GENDER,3.231,1,1,0,1,1,1
576,38,12,AGE+GENDER,3.473,1,1,0,1,1,1
577,38,10,GENDER,6.44,0,1,0,1,1,1
578,38,13,AGE+GENDER,5.075,1,1,0,1,1,1
579,38,14,AGE+GENDER,5.752,0,1,0,1,1,1
580,38,7,AGE+GENDER,4.512,1,1,0,1,1,1
581,38,2,AGE+GENDER,5.532,0,1,0,1,1,1
582,38,4,AGE+GENDER,3.004,0,1,0,1,1,1
583,38,1,GENDER,4.67,1,1,0,1,1,1
584,39,1,GENDER,2.823,1,1,1,1,1,1
585,39,2,AGE+GENDER,1.58,1,1,1,1,1,1
586,39,7,AGE+GENDER,2.296,0,1,1,1,1,1
587,39,15,GENDER,3.148,0,1,1,1,1,1
588,39,10,GENDER,4.523,0,1,1,1,1,1
589,39,13,AGE+GENDER,4.342,0,1,1,1,1,1
590,39,14,AGE+GENDER,4.654,0,1,1,1,1,1
591,39,12,AGE+GENDER,3.241,0,1,1,1,1,1
592,39,4,AGE+GENDER,1.723,0,1,1,1,1,1
593,39,9,AGE+GENDER,2.399,1,1,1,1,1,1
594,39,4,AGE+GENDER,1.506,0,1,1,1,1,1
595,39,1,GENDER,3.257,1,1,1,1,1,1
596,39,2,AGE+GENDER,1.548,1,1,1,1,1,1
597,39,10,GENDER,4.239,0,1,1,1,1,1
598,39,7,AGE+GENDER,2.446,0,1,1,1,1,1
599,39,14,AGE+GENDER,3.754,0,1,1,1,1,1
600,39,12,AGE+GENDER,1.789,1,1,1,1,1,1
601,39,15,GENDER,3.465,0,1,1,1,1,1
602,39,13,AGE+GENDER,2.924,1,1,1,1,1,1
603,39,9,AGE+GENDER,2.798,1,1,1,1,1,1
604,40,10,GENDER,4.655,1,1,1,1,1,0
605,40,1,GENDER,1.873,1,1,1,1,1,0
606,40,12,AGE+GENDER,2.872,0,1,1,1,1,0
607,40,9,AGE+GENDER,2.314,1,1,1,1,1,0
608,40,13,AGE+GENDER,3.425,1,1,1,1,1,0
609,40,7,AGE+GENDER,1.045,1,1,1,1,1,0
610,40,10,GENDER,3.44,1,1,1,1,1,0
